Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,tanggal_dummy,Usia,Is_Couple,Is_SMA,Anak,cmp_masuk,Spent,deals_rate,conversion_rate,rentang
119,119,9862,1969,S1,Bertunangan,21918000.0,1,0,2013-11-14,37,1000,6000,7000,11000,5000,3000,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-12-21,45,1,0,1,0,33000,0.2857142857142857,0.25,Tua
120,120,9805,1953,S2,Bertunangan,56129000.0,0,1,2013-06-20,65,320000,48000,133000,39000,72000,48000,4,6,2,10,4,0,0,0,0,0,0,3,11,0,2013-08-24,61,1,0,1,0,660000,0.18181818181818182,0.6,Lansia
121,121,6205,1967,S2,Lajang,32557000.0,1,0,2014-02-24,13,34000,3000,29000,0,4000,10000,3,2,1,3,5,0,0,0,0,0,0,3,11,1,2014-03-09,47,0,0,1,0,80000,0.3333333333333333,0.2857142857142857,Tua
122,122,8442,1985,S2,Menikah,19510000.0,2,0,2013-09-04,63,9000,0,7000,3000,4000,7000,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-11-06,29,1,0,2,0,30000,0.3333333333333333,0.125,Muda
123,123,7386,1976,S1,Cerai,30992000.0,1,0,2013-04-22,83,17000,0,14000,7000,3000,2000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-07-14,38,0,0,1,0,43000,0.2,0.125,Tua
124,124,7215,1983,S1,Lajang,101970000.0,0,0,2013-03-12,69,722000,27000,102000,44000,72000,168000,0,6,8,13,2,0,1,1,1,0,0,3,11,1,2013-05-20,31,0,0,0,3,1135000,0.0,0.75,Tua
125,125,1491,1965,D3,Bertunangan,71488000.0,0,0,2013-02-18,87,162000,33000,124000,40000,28000,172000,2,3,4,7,1,0,0,0,0,0,0,3,11,0,2013-05-16,49,1,0,0,0,559000,0.125,0.75,Tua
126,126,11071,1984,S1,Lajang,79607000.0,0,0,2013-04-21,37,450000,133000,951000,173000,0,216000,1,3,6,6,1,0,0,0,0,0,0,3,11,1,2013-05-28,30,0,0,0,0,1923000,0.0625,0.75,Muda
127,127,3381,1953,S2,Menikah,54348000.0,1,1,2014-06-08,51,70000,0,16000,0,0,4000,2,2,0,4,6,0,0,0,0,0,0,3,11,0,2014-07-29,61,1,0,2,0,90000,0.25,0.25,Lansia
129,129,11051,1956,S3,Bertunangan,77376000.0,1,1,2014-05-10,72,492000,19000,110000,16000,12000,12000,4,6,3,10,4,0,0,0,0,0,0,3,11,0,2014-07-21,58,1,0,2,0,661000,0.17391304347826086,0.6,Lansia
130,130,8026,1952,S1,Menikah,62998000.0,0,1,2013-09-30,10,120000,58000,73000,65000,89000,58000,5,5,4,5,5,0,0,0,0,0,0,3,11,0,2013-10-10,62,1,0,1,0,463000,0.2631578947368421,0.5,Lansia
131,131,433,1958,S2,Duda,61331000.0,1,1,2013-03-10,42,534000,5000,47000,0,5000,41000,5,11,1,6,8,0,0,0,0,0,0,3,11,0,2013-04-21,56,0,0,2,0,632000,0.21739130434782608,0.5789473684210527,Lansia
132,132,9597,1969,S1,Menikah,73448000.0,0,0,2014-02-10,10,236000,106000,189000,23000,41000,130000,1,7,2,9,4,0,0,0,0,0,0,3,11,0,2014-02-20,45,1,0,0,0,725000,0.05263157894736842,0.6363636363636364,Tua
134,134,5290,1964,S3,Menikah,41551000.0,1,1,2013-08-14,51,220000,0,33000,3000,0,23000,5,5,1,5,8,0,0,0,0,0,0,3,11,0,2013-10-04,50,1,0,2,0,279000,0.3125,0.38461538461538464,Tua
135,135,1685,1967,S3,Bertunangan,62981000.0,0,0,2013-03-17,21,796000,14000,590000,38000,44000,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,2013-04-07,47,1,0,0,1,1482000,0.043478260869565216,0.5714285714285714,Tua
136,136,5342,1976,SMA,Cerai,9548000.0,1,0,2012-08-08,31,0,1000,3000,10000,6000,9000,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2012-09-08,38,0,1,1,0,29000,0.3333333333333333,0.1111111111111111,Tua
137,137,9579,1959,S3,Menikah,33762000.0,2,1,2013-07-07,61,53000,1000,34000,2000,0,16000,3,2,2,2,8,0,0,0,0,0,0,3,11,0,2013-09-06,55,1,0,3,0,106000,0.3333333333333333,0.2,Tua
138,138,7660,1973,S3,Duda,35860000.0,1,1,2014-05-19,37,15000,0,8000,4000,2000,20000,2,1,1,2,5,1,0,0,0,0,0,3,11,1,2014-06-25,41,0,0,2,1,49000,0.3333333333333333,0.16666666666666666,Tua
139,139,1461,1965,S3,Cerai,36921000.0,1,1,2013-07-28,74,17000,1000,12000,3000,1000,4000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-10-10,49,0,0,2,0,38000,0.2857142857142857,0.2222222222222222,Tua
140,140,821,1992,S2,Lajang,92859000.0,0,0,2012-10-19,46,962000,61000,921000,52000,61000,20000,1,5,4,12,2,0,0,0,0,0,0,3,11,0,2012-12-04,22,0,0,0,0,2077000,0.045454545454545456,0.7142857142857143,Muda
141,141,11084,1976,S2,Bertunangan,65104000.0,0,1,2013-11-14,4,738000,0,232000,13000,20000,50000,2,3,5,7,7,0,0,0,0,0,0,3,11,1,2013-11-18,38,1,0,1,0,1053000,0.11764705882352941,0.3,Tua
142,142,8690,1962,S1,Menikah,86111000.0,0,0,2013-04-19,73,399000,28000,756000,36000,40000,126000,1,5,7,10,2,0,0,0,0,0,0,3,11,0,2013-07-01,52,1,0,0,0,1385000,0.043478260869565216,0.7142857142857143,Tua
143,143,2937,1974,S3,Lajang,68352000.0,0,1,2013-08-28,47,614000,16000,132000,43000,33000,33000,3,8,5,9,6,0,0,0,0,0,0,3,11,0,2013-10-14,40,0,0,1,0,871000,0.12,0.5714285714285714,Tua
144,144,9701,1988,S1,Bertunangan,41883000.0,1,0,2013-03-19,13,32000,34000,41000,73000,16000,116000,3,4,2,3,7,0,0,0,0,0,0,3,11,0,2013-04-01,26,1,0,1,0,312000,0.25,0.36363636363636365,Muda
145,145,9949,1976,S1,Menikah,59809000.0,0,2,2012-10-18,36,598000,16000,141000,32000,41000,49000,3,3,3,6,8,0,0,0,0,0,0,3,11,0,2012-11-23,38,1,0,2,0,877000,0.2,0.2727272727272727,Tua
146,146,10837,1975,S1,Menikah,23957000.0,1,0,2012-10-28,47,2000,1000,18000,20000,11000,16000,1,2,0,3,6,0,0,0,0,0,0,3,11,1,2012-12-14,39,1,0,1,0,68000,0.16666666666666666,0.25,Tua
147,147,3120,1981,S1,Bertunangan,38547000.0,1,0,2013-08-28,49,6000,1000,10000,0,1000,4000,1,1,0,2,8,0,0,0,0,0,1,3,11,0,2013-10-16,33,1,0,1,0,22000,0.25,0.1111111111111111,Tua
148,148,5885,1973,D3,Menikah,35688000.0,2,1,2012-08-22,94,73000,3000,90000,12000,1000,32000,7,4,1,4,8,0,0,0,0,0,0,3,11,0,2012-11-24,41,1,0,3,0,211000,0.4375,0.3333333333333333,Tua
149,149,4050,1966,S2,Menikah,49605000.0,0,0,2014-06-21,65,42000,16000,29000,12000,20000,8000,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2014-08-25,48,1,0,0,0,127000,0.125,0.4,Tua
150,150,3830,1953,S2,Menikah,59354000.0,0,2,2014-04-24,59,295000,21000,78000,39000,13000,13000,1,4,4,7,3,0,0,0,0,0,0,3,11,0,2014-06-22,61,1,0,2,0,459000,0.0625,0.5714285714285714,Lansia
151,151,7987,1969,S1,Menikah,65747000.0,0,1,2014-03-07,96,346000,17000,48000,23000,13000,13000,4,8,1,6,6,0,1,0,0,0,0,3,11,0,2014-06-11,45,1,0,1,1,460000,0.21052631578947367,0.5714285714285714,Tua
152,152,7798,1972,D3,Bertunangan,46344000.0,0,1,2012-12-14,28,233000,20000,57000,8000,20000,91000,4,7,1,5,7,0,0,0,0,0,0,3,11,0,2013-01-11,42,1,0,1,0,429000,0.23529411764705882,0.5,Tua
153,153,92,1988,S1,Duda,34176000.0,1,0,2014-05-12,12,5000,7000,24000,19000,14000,20000,4,3,0,4,6,0,0,0,0,0,0,3,11,0,2014-05-24,26,0,0,1,0,89000,0.36363636363636365,0.3333333333333333,Muda
154,154,7055,1952,S3,Bertunangan,61010000.0,0,1,2012-10-09,57,888000,0,57000,0,0,76000,2,8,5,11,5,0,0,0,0,0,0,3,11,0,2012-12-05,62,1,0,1,0,1021000,0.07692307692307693,0.6153846153846154,Lansia
155,155,10240,1949,S1,Bertunangan,69372000.0,0,0,2013-02-19,10,997000,26000,269000,34000,13000,42000,1,10,4,6,4,0,1,1,0,0,0,3,11,1,2013-03-01,65,1,0,0,2,1381000,0.047619047619047616,0.7142857142857143,Lansia
156,156,3025,1958,S1,Lajang,49967000.0,0,1,2013-07-08,4,212000,6000,69000,4000,12000,3000,3,6,1,5,7,0,0,0,0,0,0,3,11,0,2013-07-12,56,0,0,1,0,306000,0.2,0.46153846153846156,Lansia
157,157,9283,1978,S1,Lajang,60199000.0,1,2,2013-09-12,49,8000,1000,7000,2000,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,2013-10-31,36,0,0,3,0,18000,0.25,0.0,Tua
158,158,9970,1977,S1,Bertunangan,55375000.0,0,1,2013-10-17,3,42000,11000,57000,10000,28000,14000,1,1,1,6,2,0,0,0,0,0,0,3,11,0,2013-10-20,37,1,0,1,0,162000,0.1111111111111111,0.3333333333333333,Tua
159,159,2730,1955,S1,Lajang,80317000.0,0,0,2013-08-20,64,536000,11000,387000,149000,91000,57000,1,3,4,10,1,0,0,0,0,0,0,3,11,0,2013-10-23,59,0,0,0,0,1231000,0.05555555555555555,0.75,Lansia
160,160,2795,1958,S2,Lajang,30523000.0,2,1,2013-07-01,0,5000,0,3000,0,0,5000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013-07-01,56,0,0,3,0,13000,0.25,0.125,Lansia
161,161,9260,1945,S3,Menikah,70356000.0,0,0,2012-11-05,20,1349000,16000,249000,43000,16000,33000,2,10,6,9,6,0,0,0,0,0,0,3,11,0,2012-11-25,69,1,0,0,0,1706000,0.07407407407407407,0.625,Lansia
162,162,8182,1984,S1,Menikah,23228000.0,1,0,2014-01-05,91,53000,3000,49000,7000,4000,5000,4,3,0,4,8,0,0,0,0,0,0,3,11,0,2014-04-06,30,1,0,1,0,121000,0.36363636363636365,0.2727272727272727,Muda
163,163,10095,1975,S3,Cerai,74165000.0,0,0,2013-05-01,9,1001000,12000,240000,16000,12000,12000,1,5,4,10,2,0,0,0,0,0,0,3,11,0,2013-05-10,39,0,0,0,0,1293000,0.05,0.7142857142857143,Tua
165,165,4370,1966,S1,Bertunangan,43482000.0,2,1,2013-11-13,83,18000,1000,32000,6000,3000,28000,3,2,0,4,6,0,0,0,0,0,0,3,11,0,2014-02-04,48,1,0,3,0,88000,0.3333333333333333,0.25,Tua
166,166,10573,1953,S1,Cerai,62551000.0,0,0,2013-11-18,27,125000,16000,98000,134000,21000,27000,1,6,7,4,3,1,0,0,0,0,0,3,11,0,2013-12-15,61,0,0,0,1,421000,0.05555555555555555,0.6666666666666666,Lansia
167,167,3712,1959,S1,Cerai,52332000.0,0,0,2013-08-28,63,212000,5000,33000,7000,0,2000,1,3,2,6,4,0,1,0,0,0,0,3,11,0,2013-10-30,55,0,0,0,1,259000,0.08333333333333333,0.42857142857142855,Tua
168,168,6637,1988,S1,Lajang,66951000.0,0,0,2013-11-02,46,277000,162000,305000,173000,76000,124000,1,3,4,7,1,0,0,0,0,0,0,3,11,0,2013-12-18,26,0,0,0,0,1117000,0.06666666666666667,0.75,Muda
169,169,3152,1957,S1,Bertunangan,26091000.0,1,1,2014-02-25,84,15000,10000,19000,8000,17000,20000,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2014-05-20,57,1,0,2,0,89000,0.3333333333333333,0.2857142857142857,Lansia
170,170,5610,1965,S1,Bertunangan,33456000.0,1,1,2014-04-21,58,7000,3000,10000,8000,1000,7000,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-06-18,49,1,0,2,0,36000,0.3333333333333333,0.125,Tua
171,171,6460,1982,S1,Menikah,28718000.0,1,0,2013-07-13,78,12000,4000,6000,11000,8000,16000,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-09-29,32,1,0,1,0,57000,0.2857142857142857,0.2,Tua
172,172,1349,1970,S1,Menikah,50447000.0,2,0,2014-04-21,4,85000,7000,24000,2000,3000,27000,1,3,1,3,6,0,0,0,0,0,0,3,11,0,2014-04-25,44,1,0,2,0,148000,0.125,0.3333333333333333,Tua
173,173,1880,1959,S3,Bertunangan,53537000.0,1,1,2014-01-30,17,81000,0,6000,0,0,6000,2,2,1,3,5,0,0,0,0,0,0,3,11,0,2014-02-16,55,1,0,2,0,93000,0.25,0.2857142857142857,Tua
174,174,641,1967,S1,Lajang,52074000.0,0,1,2014-04-04,77,59000,0,12000,0,0,48000,1,2,2,2,4,1,0,0,0,0,0,3,11,0,2014-06-20,47,0,0,1,1,119000,0.14285714285714285,0.3333333333333333,Tua
175,175,8717,1975,S3,Menikah,80427000.0,0,1,2012-09-12,56,1149000,71000,449000,69000,71000,26000,1,11,8,8,5,0,0,0,0,0,0,3,11,0,2012-11-07,39,1,0,1,0,1835000,0.03571428571428571,0.6875,Tua
176,176,10314,1948,S3,Menikah,83837000.0,0,0,2012-12-16,79,847000,66000,119000,86000,89000,111000,1,9,10,5,4,0,1,0,1,0,0,3,11,1,2013-03-05,66,1,0,0,2,1318000,0.04,0.6923076923076923,Lansia
177,177,10854,1970,S3,Menikah,38853000.0,1,1,2014-05-23,90,29000,0,14000,0,0,2000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-08-21,44,1,0,2,0,45000,0.2857142857142857,0.2222222222222222,Tua
178,178,10492,1959,S1,Bertunangan,38285000.0,2,1,2014-06-24,96,2000,0,5000,2000,0,1000,1,0,0,3,2,0,0,0,0,0,0,3,11,0,2014-09-28,55,1,0,3,0,10000,0.25,0.0,Tua
179,179,6935,1951,D3,Menikah,78497000.0,0,0,2013-12-01,44,207000,26000,447000,75000,0,223000,1,5,7,12,2,0,0,0,1,0,0,3,11,0,2014-01-14,63,1,0,0,1,978000,0.04,0.7142857142857143,Lansia
180,180,7698,1976,S3,Menikah,51650000.0,0,1,2014-05-11,81,152000,3000,22000,2000,5000,7000,1,4,1,4,5,0,0,0,0,0,0,3,11,0,2014-07-31,38,1,0,1,0,191000,0.1,0.4444444444444444,Tua
181,181,3559,1988,D3,Menikah,16248000.0,1,0,2014-05-10,77,12000,11000,10000,3000,12000,9000,3,2,1,3,6,0,0,0,0,0,0,3,11,0,2014-07-26,26,1,0,1,0,57000,0.3333333333333333,0.25,Muda
182,182,10562,1946,S2,Menikah,66835000.0,0,0,2013-09-28,21,620000,26000,195000,34000,17000,141000,1,6,4,13,2,0,0,0,0,0,0,3,11,0,2013-10-19,68,1,0,0,0,1033000,0.041666666666666664,0.75,Lansia
183,183,10796,1984,S2,Menikah,30477000.0,1,0,2014-01-22,16,47000,1000,6000,0,0,12000,1,1,1,3,6,0,0,0,0,0,0,3,11,0,2014-02-07,30,1,0,1,0,66000,0.16666666666666666,0.14285714285714285,Muda
184,184,2563,1961,SMA,Menikah,28249000.0,0,0,2014-06-15,80,1000,9000,7000,2000,14000,10000,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014-09-03,53,1,1,0,0,43000,0.16666666666666666,0.25,Tua
185,185,3518,1983,S1,Menikah,25271000.0,1,0,2012-12-05,45,10000,1000,18000,10000,4000,7000,1,1,1,2,9,0,0,0,0,0,0,3,11,0,2013-01-19,31,1,0,1,0,50000,0.2,0.1,Tua
186,186,5823,1970,S3,Lajang,32303000.0,0,1,2014-03-08,63,35000,0,2000,0,0,2000,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014-05-10,44,0,0,1,0,39000,0.2857142857142857,0.16666666666666666,Tua
187,187,3934,1966,S1,Menikah,61286000.0,0,1,2013-08-02,34,356000,0,107000,19000,9000,117000,2,7,1,8,5,0,0,0,0,0,0,3,11,0,2013-09-05,48,1,0,1,0,608000,0.1111111111111111,0.5833333333333334,Tua
188,188,6982,1976,S1,Menikah,74068000.0,0,0,2013-03-19,14,783000,30000,537000,140000,76000,15000,1,4,10,9,2,0,0,0,0,0,0,3,11,0,2013-04-02,38,1,0,0,0,1581000,0.041666666666666664,0.6666666666666666,Tua
189,189,6431,1964,S3,Menikah,45759000.0,1,1,2013-02-23,13,42000,1000,18000,3000,0,4000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-03-08,50,1,0,2,0,68000,0.2857142857142857,0.2222222222222222,Tua
190,190,9733,1978,SMA,Bertunangan,24882000.0,1,0,2012-09-09,52,1000,4000,10000,29000,0,36000,1,1,1,2,6,1,0,0,0,0,0,3,11,0,2012-10-31,36,1,1,1,1,80000,0.2,0.14285714285714285,Tua
191,191,5602,1989,S3,Bertunangan,66973000.0,0,0,2013-05-17,98,466000,22000,432000,147000,113000,102000,1,8,7,12,3,0,0,0,0,0,0,3,11,0,2013-08-23,25,1,0,0,0,1282000,0.03571428571428571,0.7272727272727273,Muda
193,193,1324,1988,S1,Menikah,38872000.0,1,0,2013-05-30,93,23000,3000,21000,3000,19000,22000,2,3,0,3,8,0,0,0,0,0,0,3,11,0,2013-08-31,26,1,0,1,0,91000,0.25,0.2727272727272727,Muda
194,194,326,1973,S1,Menikah,51148000.0,1,1,2013-02-18,38,235000,6000,45000,8000,9000,12000,4,5,1,6,6,0,0,0,0,0,0,3,11,0,2013-03-28,41,1,0,2,0,315000,0.25,0.45454545454545453,Tua
195,195,7224,1977,S1,Menikah,31353000.0,1,1,2013-12-29,24,10000,0,10000,3000,1000,7000,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2014-01-22,37,1,0,2,0,31000,0.3333333333333333,0.1111111111111111,Tua
196,196,6999,1980,S2,Menikah,69661000.0,0,0,2014-05-13,80,656000,16000,106000,32000,16000,8000,1,7,3,12,3,0,0,0,0,0,0,3,11,0,2014-08-01,34,1,0,0,0,834000,0.043478260869565216,0.7,Tua
197,197,9938,1954,S1,Menikah,80067000.0,0,0,2013-09-19,82,519000,17000,813000,27000,173000,51000,1,4,6,6,2,0,0,1,0,0,0,3,11,0,2013-12-10,60,1,0,0,1,1600000,0.058823529411764705,0.6666666666666666,Lansia
198,198,6422,1954,S1,Menikah,86718000.0,0,0,2013-01-17,20,344000,189000,482000,50000,33000,172000,1,5,6,5,2,0,0,0,0,0,0,3,11,0,2013-02-06,60,1,0,0,0,1270000,0.058823529411764705,0.7142857142857143,Lansia
199,199,3182,1973,S3,Lajang,46854000.0,1,1,2014-03-31,81,96000,1000,79000,7000,1000,79000,6,5,1,3,8,1,0,0,0,0,0,3,11,1,2014-06-20,41,0,0,2,1,263000,0.4,0.38461538461538464,Tua
200,200,7300,1952,S1,Cerai,69142000.0,0,1,2014-06-29,50,448000,4000,34000,6000,4000,39000,3,8,1,7,5,0,1,0,0,0,0,3,11,0,2014-08-18,62,0,0,1,1,535000,0.15789473684210525,0.6153846153846154,Lansia
201,201,10424,1968,S1,Lajang,75922000.0,0,0,2013-12-09,60,265000,138000,553000,224000,23000,92000,1,4,4,9,1,0,0,0,0,0,0,3,11,0,2014-02-07,46,0,0,0,0,1295000,0.05555555555555555,0.8,Tua
202,202,8727,1978,S1,Cerai,63693000.0,0,1,2013-10-14,63,587000,43000,337000,42000,87000,54000,3,11,6,9,6,0,0,0,0,0,0,3,11,0,2013-12-16,36,0,0,1,0,1150000,0.10344827586206896,0.6470588235294118,Tua
203,203,2798,1977,S3,Bertunangan,102160000.0,0,0,2012-11-02,54,763000,29000,138000,76000,176000,58000,0,7,9,10,4,0,1,1,1,0,0,3,11,1,2012-12-26,37,1,0,0,3,1240000,0.0,0.6363636363636364,Tua
204,204,1030,1965,S3,Lajang,40637000.0,1,1,2013-07-17,72,22000,0,13000,0,0,3000,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-09-27,49,0,0,2,0,38000,0.3333333333333333,0.125,Tua
205,205,624,1984,S2,Lajang,18890000.0,0,0,2012-11-10,5,6000,4000,1000,7000,2000,15000,1,0,1,2,6,1,0,0,0,0,0,3,11,1,2012-11-15,30,0,0,0,1,35000,0.25,0.0,Muda
206,206,5176,1988,S1,Bertunangan,29604000.0,1,0,2013-12-08,88,7000,6000,13000,7000,6000,14000,1,1,0,3,9,1,0,0,0,0,0,3,11,0,2014-03-06,26,1,0,1,1,53000,0.2,0.1,Muda
207,207,5552,1963,S2,Cerai,48721000.0,1,1,2013-05-13,50,81000,18000,113000,47000,13000,21000,6,4,2,5,6,0,0,0,0,0,0,3,11,0,2013-07-02,51,0,0,2,0,293000,0.35294117647058826,0.4,Tua
208,208,868,1966,S1,Menikah,44794000.0,0,1,2014-06-08,99,54000,0,7000,0,0,4000,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014-09-15,48,1,0,1,0,65000,0.16666666666666666,0.25,Tua
209,209,380,1954,S1,Cerai,64497000.0,0,1,2012-09-10,17,1170000,48000,320000,42000,32000,192000,5,11,4,9,8,1,0,0,0,0,0,3,11,1,2012-09-27,60,0,0,1,1,1804000,0.1724137931034483,0.5789473684210527,Lansia
210,210,2677,1956,S1,Bertunangan,46097000.0,0,1,2013-03-31,11,72000,24000,68000,65000,4000,8000,5,3,1,6,4,0,0,0,0,0,0,3,11,0,2013-04-11,58,1,0,1,0,241000,0.3333333333333333,0.42857142857142855,Lansia
211,211,6521,1954,S1,Bertunangan,77972000.0,0,0,2014-03-18,18,613000,22000,319000,33000,102000,12000,1,4,6,9,1,0,0,0,0,0,0,3,11,0,2014-04-05,60,1,0,0,0,1101000,0.05,0.8,Lansia
212,212,6927,1968,S3,Menikah,44377000.0,1,1,2012-10-05,70,224000,0,30000,0,0,10000,8,5,1,5,8,0,0,0,0,0,0,3,11,0,2012-12-14,46,1,0,2,0,264000,0.42105263157894735,0.38461538461538464,Tua
213,213,2877,1974,S2,Bertunangan,46014000.0,1,1,2013-01-21,21,410000,0,59000,19000,9000,44000,10,7,1,8,7,0,0,0,0,0,0,3,11,0,2013-02-11,40,1,0,2,0,541000,0.38461538461538464,0.5,Tua
214,214,0,1985,S1,Menikah,70951000.0,0,0,2013-05-04,66,239000,10000,554000,254000,87000,54000,1,3,4,9,1,0,0,0,0,0,0,3,11,0,2013-07-09,29,1,0,0,0,1198000,0.058823529411764705,0.75,Muda
215,215,1584,1977,S1,Menikah,41443000.0,1,0,2014-04-01,79,171000,7000,171000,25000,19000,89000,6,8,1,5,8,0,0,0,0,0,0,3,11,0,2014-06-19,37,1,0,1,0,482000,0.3,0.5,Tua
216,216,7264,1978,D3,Lajang,52195000.0,2,1,2014-05-12,2,12000,0,4000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014-05-14,36,0,0,3,0,17000,0.25,0.1111111111111111,Tua
217,217,6274,1948,S2,Menikah,83790000.0,0,0,2013-11-15,81,1076000,16000,417000,42000,48000,16000,1,8,10,6,3,0,1,1,0,0,0,3,11,0,2014-02-04,66,1,0,0,2,1615000,0.04,0.7272727272727273,Lansia
218,218,1377,1954,S2,Janda,44551000.0,0,1,2013-08-31,24,182000,4000,33000,0,0,66000,2,4,1,5,7,0,0,0,0,0,0,3,11,0,2013-09-24,60,0,0,1,0,285000,0.16666666666666666,0.36363636363636365,Lansia
219,219,454,1980,S1,Bertunangan,69508000.0,1,0,2012-11-14,48,824000,32000,162000,42000,32000,43000,2,11,4,11,6,0,0,0,0,0,0,3,11,0,2013-01-01,34,1,0,1,0,1135000,0.07142857142857142,0.6470588235294118,Tua
220,220,1755,1988,D3,Bertunangan,45204000.0,1,0,2014-04-11,93,30000,11000,25000,29000,1000,18000,1,1,1,4,3,0,0,0,0,0,0,3,11,0,2014-07-13,26,1,0,1,0,114000,0.14285714285714285,0.25,Muda
221,221,2075,1969,S1,Menikah,72460000.0,0,0,2013-11-14,56,377000,10000,540000,80000,30000,10000,1,3,5,7,1,0,0,0,0,0,0,3,11,0,2014-01-09,45,1,0,0,0,1047000,0.0625,0.75,Tua
222,222,4785,1970,S3,Bertunangan,77622000.0,0,2,2014-04-14,3,520000,7000,154000,19000,0,14000,2,6,3,11,3,0,0,0,0,0,0,3,11,0,2014-04-17,44,1,0,2,0,714000,0.09090909090909091,0.6666666666666666,Tua
223,223,9076,1980,S3,Menikah,30732000.0,1,0,2013-01-05,44,155000,1000,25000,0,1000,3000,4,4,1,4,8,0,0,0,0,0,0,3,11,0,2013-02-18,34,1,0,1,0,185000,0.3076923076923077,0.3333333333333333,Tua
224,224,7079,1962,S1,Cerai,63887000.0,0,1,2012-09-08,38,897000,23000,207000,15000,11000,92000,5,9,6,12,6,0,0,0,0,0,0,3,11,0,2012-10-16,52,0,0,1,0,1245000,0.15625,0.6,Tua
225,225,4653,1978,S1,Bertunangan,42011000.0,1,0,2013-03-26,46,131000,0,16000,2000,1000,39000,4,3,1,4,8,0,0,0,0,0,0,3,11,0,2013-05-11,36,1,0,1,0,189000,0.3333333333333333,0.2727272727272727,Tua
226,226,7375,1976,S1,Bertunangan,51369000.0,0,1,2012-10-25,84,297000,7000,79000,0,11000,182000,2,8,2,4,8,0,0,0,0,0,0,3,11,0,2013-01-17,38,1,0,1,0,576000,0.125,0.5,Tua
227,227,709,1952,S1,Cerai,51537000.0,0,1,2012-12-09,27,787000,20000,204000,0,0,92000,3,2,2,11,8,0,0,0,0,0,0,3,11,0,2013-01-05,62,0,0,1,0,1103000,0.16666666666666666,0.2,Lansia
228,228,460,1972,S3,Menikah,79930000.0,0,0,2012-08-08,72,792000,86000,740000,67000,51000,17000,1,3,5,8,2,0,0,0,0,0,0,3,11,0,2012-10-19,42,1,0,0,0,1753000,0.058823529411764705,0.6,Tua
229,229,3726,1986,S3,Bertunangan,34320000.0,1,0,2014-02-16,66,4000,1000,9000,3000,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014-04-23,28,1,0,1,0,17000,0.25,0.1111111111111111,Muda
230,230,6798,1966,S1,Lajang,37070000.0,1,1,2013-03-20,30,231000,7000,137000,4000,15000,39000,9,5,1,8,7,0,0,0,0,0,0,3,11,1,2013-04-19,48,0,0,2,0,433000,0.391304347826087,0.4166666666666667,Tua
231,231,5341,1962,D3,Cerai,81975000.0,0,1,2013-01-05,2,983000,76000,184000,180000,138000,27000,1,6,3,4,7,0,0,1,0,0,0,3,11,0,2013-01-07,52,0,0,1,1,1588000,0.07142857142857142,0.46153846153846156,Tua
232,232,1606,1971,S1,Bertunangan,38590000.0,1,0,2013-05-15,65,3000,1000,8000,4000,3000,3000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-07-19,43,1,0,1,0,22000,0.25,0.1111111111111111,Tua
233,233,9617,1951,S1,Lajang,15033000.0,0,0,2014-04-16,37,0,4000,5000,6000,0,4000,1,1,0,3,3,0,0,0,0,0,0,3,11,0,2014-05-23,63,0,0,0,0,19000,0.2,0.25,Lansia
234,234,3233,1965,S3,Menikah,62745000.0,0,1,2013-03-23,89,562000,21000,464000,28000,10000,32000,3,7,8,11,5,0,0,0,0,0,0,3,11,0,2013-06-20,49,1,0,1,0,1117000,0.10344827586206896,0.5833333333333334,Tua
